State,District,Year,Month,Rainfall_mm,Temperature_C,Humidity
Maharashtra,Nagpur,2017,3,36.51,31.05,63.79
Maharashtra,Nagpur,2017,4,16.3,30.97,69.03
Maharashtra,Nagpur,2017,5,24.58,29.74,44.61
Maharashtra,Nagpur,2017,6,174.11,37.68,40.81
Maharashtra,Nagpur,2017,7,264.45,27.61,84.69
Maharashtra,Nagpur,2017,8,216.17,20.97,53.02
Maharashtra,Nagpur,2017,9,214.82,34.02,72.16
Maharashtra,Nagpur,2017,10,41.72,23.83,76.33
Maharashtra,Nagpur,2017,11,38.2,28.97,65.78
Maharashtra,Nagpur,2017,12,75.98,17.47,68.1
Maharashtra,Nagpur,2018,1,66.56,23.3,69.55
Maharashtra,Nagpur,2018,2,33.21,20.34,74.18
Maharashtra,Nagpur,2018,3,29.84,30.14,74.25
Maharashtra,Nagpur,2018,4,34.17,29.26,63.5
Maharashtra,Nagpur,2018,5,5.81,38.97,66.07
Maharashtra,Nagpur,2018,6,227.36,35.96,46.61
Maharashtra,Nagpur,2018,7,213.07,24.42,74.75
Maharashtra,Nagpur,2018,8,277.47,28.54,75.65
Maharashtra,Nagpur,2018,9,271.37,34.3,80.07
Maharashtra,Nagpur,2018,10,17.58,32.59,76.32
Maharashtra,Nagpur,2018,11,25.61,31.71,74.93
Maharashtra,Nagpur,2018,12,40.09,19.33,83.23
Maharashtra,Nagpur,2019,1,13.83,20.09,41.03
Maharashtra,Nagpur,2019,2,22.32,14.02,68.81
Maharashtra,Nagpur,2019,3,18.29,26.27,80.12
Maharashtra,Nagpur,2019,4,25.68,30.43,49.72
Maharashtra,Nagpur,2019,5,22.47,41.93,50.26
Maharashtra,Nagpur,2019,6,221.35,32.56,69.81
Maharashtra,Nagpur,2019,7,281.57,29.75,80.43
Maharashtra,Nagpur,2019,8,204.04,29.86,65.25
Maharashtra,Nagpur,2019,9,103.5,32.28,52.81
Maharashtra,Nagpur,2019,10,10.22,25.17,58.34
Maharashtra,Nagpur,2019,11,56.45,34.72,80.6
Maharashtra,Nagpur,2019,12,49.64,17.64,41.35
Maharashtra,Nagpur,2020,1,66.32,22.19,58.28
Maharashtra,Nagpur,2020,2,30.52,19.08,46.6
Maharashtra,Nagpur,2020,3,26.44,21.4,64.78
Maharashtra,Nagpur,2020,4,22.92,32.83,68.37
Maharashtra,Nagpur,2020,5,36.94,31.03,65.28
Maharashtra,Nagpur,2020,6,261.75,29.38,77.38
Maharashtra,Nagpur,2020,7,276.46,31.5,76.33
Maharashtra,Nagpur,2020,8,162.74,25.05,81.57
Maharashtra,Nagpur,2020,9,124.04,32.65,74.97
Maharashtra,Nagpur,2020,10,37.91,22.23,66.44
Maharashtra,Nagpur,2020,11,64.12,32.75,52.24
Maharashtra,Nagpur,2020,12,72.93,23.11,77.46
Maharashtra,Nagpur,2021,1,21.5,21.78,40.04
Maharashtra,Nagpur,2021,2,26.71,18.68,67.02
Maharashtra,Nagpur,2021,3,36.29,25.84,84.93
Maharashtra,Nagpur,2021,4,4.67,41.72,57.42
Maharashtra,Nagpur,2021,5,8.08,29.14,48.7
Maharashtra,Nagpur,2021,6,222.38,39.53,77.05
Maharashtra,Nagpur,2021,7,105.1,34.18,56.88
Maharashtra,Nagpur,2021,8,111.2,29.72,43.6
Maharashtra,Nagpur,2021,9,225.97,21.1,73.2
Maharashtra,Nagpur,2021,10,13.8,26.12,47.97
Maharashtra,Nagpur,2021,11,54.07,22.94,66.21
Maharashtra,Nagpur,2021,12,41.03,17.34,46.46
Maharashtra,Nagpur,2022,1,61.1,14.87,52.59
Maharashtra,Nagpur,2022,2,0.67,18.44,59.92
Maharashtra,Nagpur,2022,3,11.26,22.43,72.14
Maharashtra,Nagpur,2022,4,17.96,29.96,58.14
Maharashtra,Nagpur,2022,5,34.52,37.4,66.83
Maharashtra,Nagpur,2022,6,168.91,35.78,44.14
Maharashtra,Nagpur,2022,7,274.49,30.87,77.17
Maharashtra,Nagpur,2022,8,284.57,33.85,84.19
Maharashtra,Nagpur,2022,9,213.08,33.99,43.01
Maharashtra,Nagpur,2022,10,64.44,20.34,82.15
Maharashtra,Nagpur,2022,11,57.22,23.94,83.66
Maharashtra,Nagpur,2022,12,23.89,17.9,44.01
Maharashtra,Nagpur,2023,1,19.29,24.11,56.1
Maharashtra,Nagpur,2023,2,37.22,14.63,81.21
Maharashtra,Nagpur,2023,3,16.05,27.01,81.72
Maharashtra,Nagpur,2023,4,18.57,30.87,84.82
Maharashtra,Nagpur,2023,5,36.31,37.49,43.54
Maharashtra,Nagpur,2023,6,132.68,33.32,49.85
Maharashtra,Nagpur,2023,7,184.38,32.38,84.08
Maharashtra,Nagpur,2023,8,163.55,27.02,64.58
Maharashtra,Nagpur,2023,9,295.29,25.64,48.57
Maharashtra,Nagpur,2023,10,41.32,33.37,64.53
Maharashtra,Nagpur,2023,11,31.5,28.89,72.67
Maharashtra,Nagpur,2023,12,21.81,19.52,42.15
Maharashtra,Nashik,2015,1,70.49,15.82,41.94
Maharashtra,Nashik,2015,2,32.7,17.61,52.81
Maharashtra,Nashik,2015,3,2.12,26.78,70.69
Maharashtra,Nashik,2015,4,33.28,33.58,64.04
Maharashtra,Nashik,2015,5,37.11,40.67,73.34
Maharashtra,Nashik,2015,6,199.93,35.19,81.18
Maharashtra,Nashik,2015,7,115.04,32.51,68.76
Maharashtra,Nashik,2015,8,275.64,33.41,66.5
Maharashtra,Nashik,2015,9,265.46,21.54,48.7
Maharashtra,Nashik,2015,10,46.36,34.61,47.72
Maharashtra,Nashik,2015,11,48.23,31.02,62.11
Maharashtra,Nashik,2015,12,61.19,19.88,50.52
Maharashtra,Nashik,2016,1,39.82,22.74,79.36
Maharashtra,Nashik,2016,2,21.57,23.4,78.16
Maharashtra,Nashik,2016,3,7.09,30.22,54.33
Maharashtra,Nashik,2016,4,1.17,31.2,73.76
Maharashtra,Nashik,2016,5,38.39,28.32,75.35
Maharashtra,Nashik,2016,6,217.72,38.07,59.29
Maharashtra,Nashik,2016,7,236.15,34.92,60.41
Maharashtra,Nashik,2016,8,240.02,26.04,82.22
Maharashtra,Nashik,2016,9,147.19,26.08,75.09
Maharashtra,Nashik,2016,10,20.26,31.89,56.43
Maharashtra,Nashik,2016,11,10.16,28.11,43.8
Maharashtra,Nashik,2016,12,68.85,14.35,68.31
Maharashtra,Nashik,2017,1,32.95,14.07,84.65
Maharashtra,Nashik,2017,2,27.15,20.57,40.67
Maharashtra,Nashik,2017,3,13.4,34.83,82.17
Maharashtra,Nashik,2017,4,27.47,33.67,46.77
Maharashtra,Nashik,2017,5,2.91,37.12,82.17
Maharashtra,Nashik,2017,6,114.55,35.99,54.73
Maharashtra,Nashik,2017,7,179.59,26.85,66.74
Maharashtra,Nashik,2017,8,107.89,28.86,74.77
Maharashtra,Nashik,2017,9,153.7,26.45,67.4
Maharashtra,Nashik,2017,10,30.22,28.2,40.73
Maharashtra,Nashik,2017,11,21.08,33.38,41.7
Maharashtra,Nashik,2017,12,33.16,12.44,67.23
Maharashtra,Nashik,2018,1,61.07,20.61,64.4
Maharashtra,Nashik,2018,2,39.0,19.78,71.11
Maharashtra,Nashik,2018,3,20.29,24.38,45.85
Maharashtra,Nashik,2018,4,35.3,32.73,73.09
Maharashtra,Nashik,2018,5,20.49,36.81,69.13
Maharashtra,Nashik,2018,6,156.71,34.33,64.56
Maharashtra,Nashik,2018,7,191.58,32.15,81.08
Maharashtra,Nashik,2018,8,239.06,26.62,56.06
Maharashtra,Nashik,2018,9,135.81,33.43,58.07
Maharashtra,Nashik,2018,10,37.33,22.94,74.61
Maharashtra,Nashik,2018,11,55.97,20.39,67.7
Maharashtra,Nashik,2018,12,29.24,22.14,83.36
Maharashtra,Nashik,2019,1,14.44,20.16,83.8
Maharashtra,Nashik,2019,2,19.8,18.92,57.3
Maharashtra,Nashik,2019,3,6.0,29.35,81.19
Maharashtra,Nashik,2019,4,20.23,38.06,46.93
Maharashtra,Nashik,2019,5,33.36,32.48,65.96
Maharashtra,Nashik,2019,6,198.78,38.5,75.57
Maharashtra,Nashik,2019,7,206.43,30.22,40.03
Maharashtra,Nashik,2019,8,228.71,30.24,75.66
Maharashtra,Nashik,2019,9,173.74,30.43,79.74
Maharashtra,Nashik,2019,10,56.45,33.02,74.0
Maharashtra,Nashik,2019,11,37.31,30.92,54.93
Maharashtra,Nashik,2019,12,41.96,12.5,70.29
Maharashtra,Nashik,2020,1,21.75,23.7,47.92
Maharashtra,Nashik,2020,2,29.86,23.08,52.07
Maharashtra,Nashik,2020,3,7.3,27.85,60.73
Maharashtra,Nashik,2020,4,15.76,29.96,77.19
Maharashtra,Nashik,2020,5,24.46,30.6,51.1
Maharashtra,Nashik,2020,6,290.33,37.57,73.27
Maharashtra,Nashik,2020,7,269.35,31.84,77.36
Maharashtra,Nashik,2020,8,144.44,34.11,64.58
Maharashtra,Nashik,2020,9,280.3,28.59,44.64
Maharashtra,Nashik,2020,10,38.34,23.91,70.8
Maharashtra,Nashik,2020,11,74.12,22.8,74.27
Maharashtra,Nashik,2020,12,60.57,24.12,48.01
Maharashtra,Nashik,2021,1,76.15,17.06,83.59
Maharashtra,Nashik,2021,2,6.87,24.3,49.97
Maharashtra,Nashik,2021,3,27.78,25.15,67.36
Maharashtra,Nashik,2021,4,27.46,29.43,78.72
Maharashtra,Nashik,2021,5,37.58,29.49,71.98
Maharashtra,Nashik,2021,6,173.85,28.36,69.06
Maharashtra,Nashik,2021,7,203.79,34.34,82.73
Maharashtra,Nashik,2021,8,211.74,20.23,54.42
Maharashtra,Nashik,2021,9,197.55,30.2,77.12
Maharashtra,Nashik,2021,10,25.69,22.91,68.27
Maharashtra,Nashik,2021,11,18.4,30.13,63.05
Maharashtra,Nashik,2021,12,50.39,24.04,45.09
Maharashtra,Nashik,2022,1,43.69,18.3,42.11
Maharashtra,Nashik,2022,2,20.86,21.16,66.19
Maharashtra,Nashik,2022,3,10.77,20.57,77.74
Maharashtra,Nashik,2022,4,8.41,32.31,54.64
Maharashtra,Nashik,2022,5,18.15,32.57,54.75
Maharashtra,Nashik,2022,6,121.44,38.21,56.47
Maharashtra,Nashik,2022,7,277.22,32.26,61.41
Maharashtra,Nashik,2022,8,269.18,27.87,50.72
Maharashtra,Nashik,2022,9,185.25,32.77,42.06
Maharashtra,Nashik,2022,10,77.19,23.99,78.1
Maharashtra,Nashik,2022,11,58.8,29.65,44.91
Maharashtra,Nashik,2022,12,76.53,22.3,41.58
Maharashtra,Nashik,2023,1,34.77,17.94,67.71
Maharashtra,Nashik,2023,2,37.92,13.59,66.63
Maharashtra,Nashik,2023,3,18.92,20.9,72.96
Maharashtra,Nashik,2023,4,5.27,34.69,52.23
Maharashtra,Nashik,2023,5,5.19,39.83,63.71
Maharashtra,Nashik,2023,6,271.29,32.88,47.33
Maharashtra,Nashik,2023,7,127.37,24.96,76.41
Maharashtra,Nashik,2023,8,261.88,26.42,42.63
Maharashtra,Nashik,2023,9,164.89,31.59,62.79
Maharashtra,Nashik,2023,10,65.46,26.75,59.9
Maharashtra,Nashik,2023,11,30.91,22.51,62.17
Maharashtra,Nashik,2023,12,33.65,16.38,73.34
Maharashtra,Aurangabad,2015,1,56.85,19.04,55.28
Maharashtra,Aurangabad,2015,2,23.53,24.54,75.85
Maharashtra,Aurangabad,2015,3,12.69,30.69,67.61
Maharashtra,Aurangabad,2015,4,7.11,29.8,83.11
Maharashtra,Aurangabad,2015,5,36.42,41.55,76.56
Maharashtra,Aurangabad,2015,6,185.62,32.65,46.13
Maharashtra,Aurangabad,2015,7,270.2,33.24,41.93
Maharashtra,Aurangabad,2015,8,260.32,25.59,50.33
Maharashtra,Aurangabad,2015,9,229.47,23.48,83.13
Maharashtra,Aurangabad,2015,10,19.18,33.16,79.74
Maharashtra,Aurangabad,2015,11,67.9,31.99,79.08
Maharashtra,Aurangabad,2015,12,14.85,12.07,55.3
Maharashtra,Aurangabad,2016,1,12.37,14.65,68.49
Maharashtra,Aurangabad,2016,2,22.22,14.37,44.52
Maharashtra,Aurangabad,2016,3,12.13,32.77,63.62
Maharashtra,Aurangabad,2016,4,15.32,36.21,84.78
Maharashtra,Aurangabad,2016,5,19.63,34.99,78.27
Maharashtra,Aurangabad,2016,6,298.09,31.11,60.21
Maharashtra,Aurangabad,2016,7,227.46,26.62,82.73
Maharashtra,Aurangabad,2016,8,228.63,22.25,40.29
Maharashtra,Aurangabad,2016,9,173.26,27.73,73.24
Maharashtra,Aurangabad,2016,10,21.74,25.53,49.41
Maharashtra,Aurangabad,2016,11,77.11,27.89,76.24
Maharashtra,Aurangabad,2016,12,22.1,19.06,76.74
Maharashtra,Aurangabad,2017,1,61.59,14.48,42.83
Maharashtra,Aurangabad,2017,2,8.01,13.86,77.85
Maharashtra,Aurangabad,2017,3,0.28,24.57,44.17
Maharashtra,Aurangabad,2017,4,15.09,28.11,44.04
Maharashtra,Aurangabad,2017,5,9.79,31.67,47.21
Maharashtra,Aurangabad,2017,6,243.51,34.48,41.09
Maharashtra,Aurangabad,2017,7,133.01,27.07,63.34
Maharashtra,Aurangabad,2017,8,117.42,26.84,75.41
Maharashtra,Aurangabad,2017,9,279.97,27.2,54.44
Maharashtra,Aurangabad,2017,10,62.28,25.45,68.25
Maharashtra,Aurangabad,2017,11,43.87,25.68,78.82
Maharashtra,Aurangabad,2017,12,75.95,16.23,67.84
Maharashtra,Aurangabad,2018,1,45.76,22.08,70.14
Maharashtra,Aurangabad,2018,2,18.14,23.7,64.92
Maharashtra,Aurangabad,2018,3,29.18,25.89,64.72
Maharashtra,Aurangabad,2018,4,7.27,34.15,45.44
Maharashtra,Aurangabad,2018,5,18.75,28.89,70.94
Maharashtra,Aurangabad,2018,6,139.66,39.02,72.77
Maharashtra,Aurangabad,2018,7,285.16,29.83,83.5
Maharashtra,Aurangabad,2018,8,291.34,33.89,54.66
Maharashtra,Aurangabad,2018,9,134.51,28.65,65.51
Maharashtra,Aurangabad,2018,10,53.04,31.11,79.67
Maharashtra,Aurangabad,2018,11,76.87,30.99,75.97
Maharashtra,Aurangabad,2018,12,56.01,19.61,68.82
Maharashtra,Aurangabad,2019,1,26.54,19.16,50.64
Maharashtra,Aurangabad,2019,2,6.66,20.49,71.61
Maharashtra,Aurangabad,2019,3,9.78,28.66,80.25
Maharashtra,Aurangabad,2019,4,8.13,35.78,53.86
Maharashtra,Aurangabad,2019,5,16.72,34.85,69.01
Maharashtra,Aurangabad,2019,6,247.42,40.36,49.85
Maharashtra,Aurangabad,2019,7,261.65,24.35,82.39
Maharashtra,Aurangabad,2019,8,214.21,23.92,51.43
Maharashtra,Aurangabad,2019,9,262.15,31.62,67.5
Maharashtra,Aurangabad,2019,10,60.75,22.71,60.11
Maharashtra,Aurangabad,2019,11,67.74,32.91,59.75
Maharashtra,Aurangabad,2019,12,23.08,14.27,43.14
Maharashtra,Aurangabad,2020,1,13.88,15.2,80.55
Maharashtra,Aurangabad,2020,2,18.74,18.85,62.4
Maharashtra,Aurangabad,2020,3,4.5,27.35,80.29
Maharashtra,Aurangabad,2020,4,13.08,36.11,65.12
Maharashtra,Aurangabad,2020,5,36.6,31.4,46.72
Maharashtra,Aurangabad,2020,6,262.46,38.54,44.44
Maharashtra,Aurangabad,2020,7,258.65,25.96,75.58
Maharashtra,Aurangabad,2020,8,272.6,28.22,47.8
Maharashtra,Aurangabad,2020,9,276.67,23.98,64.94
Maharashtra,Aurangabad,2020,10,52.46,34.1,79.82
Maharashtra,Aurangabad,2020,11,46.3,27.59,65.6
Maharashtra,Aurangabad,2020,12,34.45,14.74,73.3
Maharashtra,Aurangabad,2021,1,59.35,16.84,63.15
Maharashtra,Aurangabad,2021,2,7.39,20.29,57.75
Maharashtra,Aurangabad,2021,3,2.44,32.57,73.78
Maharashtra,Aurangabad,2021,4,39.9,38.76,49.09
Maharashtra,Aurangabad,2021,5,11.13,32.23,81.51
Maharashtra,Aurangabad,2021,6,229.08,39.41,78.48
Maharashtra,Aurangabad,2021,7,214.77,21.64,42.99
Maharashtra,Aurangabad,2021,8,267.04,22.45,49.45
Maharashtra,Aurangabad,2021,9,245.59,33.48,79.04
Maharashtra,Aurangabad,2021,10,11.6,22.24,65.97
Maharashtra,Aurangabad,2021,11,64.55,30.95,66.41
Maharashtra,Aurangabad,2021,12,34.38,12.31,53.63
Maharashtra,Aurangabad,2022,1,43.46,20.5,73.07
Maharashtra,Aurangabad,2022,2,7.71,19.96,48.83
Maharashtra,Aurangabad,2022,3,0.2,26.23,61.15
Maharashtra,Aurangabad,2022,4,8.42,36.31,44.18
Maharashtra,Aurangabad,2022,5,38.7,30.03,42.18
Maharashtra,Aurangabad,2022,6,130.19,30.13,49.33
Maharashtra,Aurangabad,2022,7,123.62,30.3,71.52
Maharashtra,Aurangabad,2022,8,192.07,27.0,69.71
Maharashtra,Aurangabad,2022,9,110.7,29.09,73.57
Maharashtra,Aurangabad,2022,10,16.25,21.69,58.12
Maharashtra,Aurangabad,2022,11,19.07,22.71,45.44
Maharashtra,Aurangabad,2022,12,60.52,17.8,72.53
Maharashtra,Aurangabad,2023,1,56.32,24.03,74.2
Maharashtra,Aurangabad,2023,2,37.3,14.57,68.03
Maharashtra,Aurangabad,2023,3,29.19,20.56,65.73
Maharashtra,Aurangabad,2023,4,17.26,32.72,64.13
Maharashtra,Aurangabad,2023,5,26.41,34.37,79.46
Maharashtra,Aurangabad,2023,6,262.25,38.87,44.66
Maharashtra,Aurangabad,2023,7,252.87,24.23,44.52
Maharashtra,Aurangabad,2023,8,156.89,31.85,70.74
Maharashtra,Aurangabad,2023,9,225.07,22.11,55.17
Maharashtra,Aurangabad,2023,10,10.61,29.97,84.19
Maharashtra,Aurangabad,2023,11,20.51,24.3,45.8
Maharashtra,Aurangabad,2023,12,68.8,19.69,71.53
Karnataka,Bangalore,2015,1,35.67,24.58,72.47
Karnataka,Bangalore,2015,2,33.59,12.86,73.4
Karnataka,Bangalore,2015,3,26.21,32.08,49.66
Karnataka,Bangalore,2015,4,26.68,36.35,45.77
Karnataka,Bangalore,2015,5,27.78,34.95,40.77
Karnataka,Bangalore,2015,6,119.43,41.56,45.34
Karnataka,Bangalore,2015,7,155.09,26.36,56.16
Karnataka,Bangalore,2015,8,165.33,25.5,53.81
Karnataka,Bangalore,2015,9,284.8,23.18,41.22
Karnataka,Bangalore,2015,10,75.91,33.32,75.03
Karnataka,Bangalore,2015,11,11.8,34.85,81.86
Karnataka,Bangalore,2015,12,39.57,16.7,47.29
Karnataka,Bangalore,2016,1,26.16,18.43,42.71
Karnataka,Bangalore,2016,2,23.96,12.8,72.35
Karnataka,Bangalore,2016,3,38.56,26.47,78.79
Karnataka,Bangalore,2016,4,0.9,31.19,45.69
Karnataka,Bangalore,2016,5,11.26,37.1,80.55
Karnataka,Bangalore,2016,6,168.48,31.65,78.88
Karnataka,Bangalore,2016,7,265.55,30.27,68.89
Karnataka,Bangalore,2016,8,144.37,30.65,52.85
Karnataka,Bangalore,2016,9,149.94,21.87,67.73
Karnataka,Bangalore,2016,10,73.56,26.08,62.34
Karnataka,Bangalore,2016,11,73.99,29.6,56.59
Karnataka,Bangalore,2016,12,72.51,16.01,42.92
Karnataka,Bangalore,2017,1,41.0,20.8,84.91
Karnataka,Bangalore,2017,2,14.88,17.53,47.76
Karnataka,Bangalore,2017,3,9.84,27.19,44.79
Karnataka,Bangalore,2017,4,33.47,31.52,59.54
Karnataka,Bangalore,2017,5,4.42,35.77,74.61
Karnataka,Bangalore,2017,6,259.45,35.2,41.74
Karnataka,Bangalore,2017,7,105.33,33.67,75.66
Karnataka,Bangalore,2017,8,210.77,21.51,57.94
Karnataka,Bangalore,2017,9,252.69,21.35,47.28
Karnataka,Bangalore,2017,10,46.14,28.17,63.26
Karnataka,Bangalore,2017,11,66.86,30.05,60.15
Karnataka,Bangalore,2017,12,20.37,12.4,72.39
Karnataka,Bangalore,2018,1,78.19,21.16,60.86
Karnataka,Bangalore,2018,2,7.82,12.55,60.38
Karnataka,Bangalore,2018,3,9.86,26.93,50.31
Karnataka,Bangalore,2018,4,3.19,28.67,79.16
Karnataka,Bangalore,2018,5,14.44,35.43,52.4
Karnataka,Bangalore,2018,6,160.05,39.21,47.87
Karnataka,Bangalore,2018,7,240.81,20.37,65.43
Karnataka,Bangalore,2018,8,136.35,27.98,63.77
Karnataka,Bangalore,2018,9,171.07,26.39,59.33
Karnataka,Bangalore,2018,10,27.76,20.45,45.42
Karnataka,Bangalore,2018,11,10.38,22.98,70.2
Karnataka,Bangalore,2018,12,71.05,14.6,58.12
Karnataka,Bangalore,2019,1,67.58,23.95,59.78
Karnataka,Bangalore,2019,2,10.17,17.69,57.71
Karnataka,Bangalore,2019,3,32.93,21.18,66.33
Karnataka,Bangalore,2019,4,20.98,39.63,71.48
Karnataka,Bangalore,2019,5,19.0,28.45,84.09
Karnataka,Bangalore,2019,6,180.6,33.96,53.98
Karnataka,Bangalore,2019,7,166.07,28.84,73.98
Karnataka,Bangalore,2019,8,259.02,20.76,66.48
Karnataka,Bangalore,2019,9,233.31,21.86,51.35
Karnataka,Bangalore,2019,10,11.38,29.83,66.35
Karnataka,Bangalore,2019,11,48.07,34.12,43.06
Karnataka,Bangalore,2019,12,60.04,21.84,78.61
Karnataka,Bangalore,2020,1,54.18,15.5,40.14
Karnataka,Bangalore,2020,2,9.97,24.97,42.96
Karnataka,Bangalore,2020,3,31.38,20.63,67.48
Karnataka,Bangalore,2020,4,20.07,39.31,53.39
Karnataka,Bangalore,2020,5,33.21,39.5,81.82
Karnataka,Bangalore,2020,6,179.0,36.49,84.54
Karnataka,Bangalore,2020,7,227.78,29.72,48.94
Karnataka,Bangalore,2020,8,218.06,30.28,76.61
Karnataka,Bangalore,2020,9,176.44,28.35,53.17
Karnataka,Bangalore,2020,10,38.76,25.73,44.48
Karnataka,Bangalore,2020,11,25.14,24.3,42.21
Karnataka,Bangalore,2020,12,43.59,15.46,50.5
Karnataka,Bangalore,2021,1,22.19,16.19,48.24
Karnataka,Bangalore,2021,2,29.48,24.57,70.14
Karnataka,Bangalore,2021,3,23.8,28.74,81.04
Karnataka,Bangalore,2021,4,39.83,34.24,40.66
Karnataka,Bangalore,2021,5,28.46,40.75,47.43
Karnataka,Bangalore,2021,6,186.16,41.83,69.71
Karnataka,Bangalore,2021,7,105.26,27.01,63.2
Karnataka,Bangalore,2021,8,263.96,28.11,47.72
Karnataka,Bangalore,2021,9,117.8,20.82,47.13
Karnataka,Bangalore,2021,10,56.58,20.41,76.15
Karnataka,Bangalore,2021,11,53.94,21.43,81.89
Karnataka,Bangalore,2021,12,75.56,24.27,75.96
Karnataka,Bangalore,2022,1,26.46,20.9,73.79
Karnataka,Bangalore,2022,2,22.86,19.74,79.82
Karnataka,Bangalore,2022,3,31.2,26.73,46.6
Karnataka,Bangalore,2022,4,4.48,41.66,83.31
Karnataka,Bangalore,2022,5,29.24,35.53,68.17
Karnataka,Bangalore,2022,6,292.92,40.99,62.87
Karnataka,Bangalore,2022,7,263.06,32.77,83.67
Karnataka,Bangalore,2022,8,285.62,33.41,53.69
Karnataka,Bangalore,2022,9,127.65,31.37,60.31
Karnataka,Bangalore,2022,10,71.61,25.34,63.09
Karnataka,Bangalore,2022,11,74.9,28.57,59.82
Karnataka,Bangalore,2022,12,45.48,17.69,40.52
Karnataka,Bangalore,2023,1,22.08,22.55,51.68
Karnataka,Bangalore,2023,2,1.87,18.17,61.3
Karnataka,Bangalore,2023,3,3.75,32.64,77.9
Karnataka,Bangalore,2023,4,15.21,29.19,66.81
Karnataka,Bangalore,2023,5,3.66,37.07,43.78
Karnataka,Bangalore,2023,6,131.57,40.47,70.35
Karnataka,Bangalore,2023,7,218.09,31.87,67.0
Karnataka,Bangalore,2023,8,184.69,33.56,46.77
Karnataka,Bangalore,2023,9,245.24,25.88,82.45
Karnataka,Bangalore,2023,10,56.92,32.72,69.91
Karnataka,Bangalore,2023,11,13.5,20.65,55.96
Karnataka,Bangalore,2023,12,59.94,15.36,75.57
Karnataka,Mysore,2015,1,65.31,17.51,55.96
Karnataka,Mysore,2015,2,1.76,23.69,68.9
Karnataka,Mysore,2015,3,7.08,24.26,80.22
Karnataka,Mysore,2015,4,27.64,35.81,55.0
Karnataka,Mysore,2015,5,15.1,29.5,81.9
Karnataka,Mysore,2015,6,216.21,40.03,69.64
Karnataka,Mysore,2015,7,228.24,22.73,68.8
Karnataka,Mysore,2015,8,276.95,33.89,71.59
Karnataka,Mysore,2015,9,156.61,29.15,57.27
Karnataka,Mysore,2015,10,27.41,23.97,67.53
Karnataka,Mysore,2015,11,11.79,26.8,54.06
Karnataka,Mysore,2015,12,14.53,12.15,65.24
Karnataka,Mysore,2016,1,17.15,13.85,84.16
Karnataka,Mysore,2016,2,14.22,21.88,77.15
Karnataka,Mysore,2016,3,16.27,28.14,45.63
Karnataka,Mysore,2016,4,20.1,36.03,75.52
Karnataka,Mysore,2016,5,8.88,35.48,63.97
Karnataka,Mysore,2016,6,200.36,36.6,79.62
Karnataka,Mysore,2016,7,127.49,23.88,61.58
Karnataka,Mysore,2016,8,298.12,31.29,60.03
Karnataka,Mysore,2016,9,215.15,26.37,68.05
Karnataka,Mysore,2016,10,14.44,24.5,49.65
Karnataka,Mysore,2016,11,68.08,28.8,74.05
Karnataka,Mysore,2016,12,60.73,16.65,74.0
Karnataka,Mysore,2017,1,51.98,22.59,84.94
Karnataka,Mysore,2017,2,34.93,21.29,44.86
Karnataka,Mysore,2017,3,8.53,30.8,80.25
Karnataka,Mysore,2017,4,13.67,41.73,41.97
Karnataka,Mysore,2017,5,10.18,35.79,44.25
Karnataka,Mysore,2017,6,166.49,39.62,40.99
Karnataka,Mysore,2017,7,133.11,33.6,52.53
Karnataka,Mysore,2017,8,160.42,22.17,45.61
Karnataka,Mysore,2017,9,119.47,24.77,41.42
Karnataka,Mysore,2017,10,23.53,24.34,41.27
Karnataka,Mysore,2017,11,49.71,26.03,42.84
Karnataka,Mysore,2017,12,62.89,18.3,81.02
Karnataka,Mysore,2018,1,62.33,22.04,45.7
Karnataka,Mysore,2018,2,10.35,19.0,73.89
Karnataka,Mysore,2018,3,25.22,28.2,83.04
Karnataka,Mysore,2018,4,29.18,40.13,60.78
Karnataka,Mysore,2018,5,22.05,29.36,43.58
Karnataka,Mysore,2018,6,154.17,35.24,84.79
Karnataka,Mysore,2018,7,257.46,32.6,68.01
Karnataka,Mysore,2018,8,283.82,29.4,82.62
Karnataka,Mysore,2018,9,209.18,29.25,64.23
Karnataka,Mysore,2018,10,66.33,23.73,83.89
Karnataka,Mysore,2018,11,37.71,29.28,59.82
Karnataka,Mysore,2018,12,75.12,16.96,54.06
Karnataka,Mysore,2019,1,72.48,13.17,55.31
Karnataka,Mysore,2019,2,10.45,16.08,69.7
Karnataka,Mysore,2019,3,4.43,29.21,72.51
Karnataka,Mysore,2019,4,27.18,28.82,70.94
Karnataka,Mysore,2019,5,19.11,33.06,71.36
Karnataka,Mysore,2019,6,176.3,37.73,55.81
Karnataka,Mysore,2019,7,114.08,21.18,70.72
Karnataka,Mysore,2019,8,112.37,32.49,64.2
Karnataka,Mysore,2019,9,254.26,32.11,49.32
Karnataka,Mysore,2019,10,32.01,26.16,71.92
Karnataka,Mysore,2019,11,18.8,27.72,51.7
Karnataka,Mysore,2019,12,36.07,12.73,61.85
Karnataka,Mysore,2020,1,13.44,19.72,69.31
Karnataka,Mysore,2020,2,12.05,13.77,63.87
Karnataka,Mysore,2020,3,23.21,22.68,53.2
Karnataka,Mysore,2020,4,15.05,33.25,78.93
Karnataka,Mysore,2020,5,31.42,38.37,65.05
Karnataka,Mysore,2020,6,186.98,34.97,42.25
Karnataka,Mysore,2020,7,257.84,23.93,40.65
